,step,type,unique_id,state,positionX,positionY,last
695,27,StoplightAgent,3,green,0,0,False
696,27,carAgent,6,0,9,7,False
697,27,carAgent,7,0,7,11,False
698,27,carAgent,10,0,9,8,False
699,27,carAgent,11,0,8,11,False
700,27,peopleAgent,14,0,2,10,False
701,27,carAgent,16,0,8,7,False
702,27,peopleAgent,17,0,10,2,False
703,27,carAgent,18,0,11,3,False
704,27,peopleAgent,19,0,10,10,False
705,27,carAgent,20,0,7,12,False
706,27,peopleAgent,21,0,10,2,False
707,27,carAgent,22,0,12,3,False
708,27,peopleAgent,23,0,2,2,False
709,27,carAgent,24,0,8,12,False
710,27,peopleAgent,25,0,2,2,False
711,27,carAgent,26,0,11,4,False
712,27,peopleAgent,27,0,2,10,False
713,27,carAgent,28,0,12,4,False
714,27,peopleAgent,29,0,10,2,False
715,27,carAgent,30,0,8,8,False
716,27,peopleAgent,31,0,10,10,False
717,27,carAgent,32,0,7,7,False
718,27,peopleAgent,33,0,10,10,False
719,27,carAgent,34,0,3,1,False
720,27,peopleAgent,35,0,2,10,False
721,27,carAgent,36,0,9,11,False
722,27,peopleAgent,37,0,2,2,False
723,27,carAgent,38,0,3,0,False
724,27,peopleAgent,39,0,10,2,False
725,27,carAgent,40,0,4,0,False
726,27,peopleAgent,41,0,0,10,False
727,28,StoplightAgent,0,red,0,0,False
728,28,StoplightAgent,1,red,0,0,False
729,28,StoplightAgent,2,red,0,0,False
730,28,StoplightAgent,3,green,0,0,False
731,28,carAgent,6,0,10,7,False
732,28,carAgent,7,0,7,11,False
733,28,carAgent,10,0,10,8,False
734,28,carAgent,11,0,8,11,False
735,28,peopleAgent,14,0,2,10,False
736,28,carAgent,16,0,9,7,False
737,28,peopleAgent,17,0,10,2,False
738,28,carAgent,18,0,11,3,False
739,28,peopleAgent,19,0,10,10,False
740,28,carAgent,20,0,7,12,False
741,28,peopleAgent,21,0,10,2,False
742,28,carAgent,22,0,12,3,False
743,28,peopleAgent,23,0,2,2,False
744,28,carAgent,24,0,8,12,False
745,28,peopleAgent,25,0,2,2,False
746,28,carAgent,26,0,11,4,False
747,28,peopleAgent,27,0,2,10,False
748,28,carAgent,28,0,12,4,False
749,28,peopleAgent,29,0,10,2,False
750,28,carAgent,30,0,9,8,False
751,28,peopleAgent,31,0,10,10,False
752,28,carAgent,32,0,8,7,False
753,28,peopleAgent,33,0,10,10,False
754,28,carAgent,34,0,3,1,False
755,28,peopleAgent,35,0,2,10,False
756,28,carAgent,36,0,9,10,False
757,28,peopleAgent,37,0,2,2,False
758,28,carAgent,38,0,3,0,False
759,28,peopleAgent,39,0,10,2,False
760,28,carAgent,40,0,4,0,False
761,28,peopleAgent,41,0,0,10,False
762,28,carAgent,42,0,12,5,False
763,28,peopleAgent,43,0,10,12,False
764,29,StoplightAgent,0,red,0,0,False
765,29,StoplightAgent,1,red,0,0,False
766,29,StoplightAgent,2,red,0,0,False
767,29,StoplightAgent,3,green,0,0,False
768,29,carAgent,6,0,11,7,False
769,29,carAgent,7,0,7,10,False
770,29,carAgent,10,0,11,8,False
771,29,carAgent,11,0,8,10,False
772,29,peopleAgent,14,0,2,10,False
773,29,carAgent,16,0,10,7,False
774,29,peopleAgent,17,0,10,2,False
775,29,carAgent,18,0,11,3,False
776,29,peopleAgent,19,0,10,10,False
777,29,carAgent,20,0,7,11,False
778,29,peopleAgent,21,0,10,2,False
779,29,carAgent,22,0,12,3,False
780,29,peopleAgent,23,0,2,2,False
781,29,carAgent,24,0,8,11,False
782,29,peopleAgent,25,0,2,2,False
783,29,carAgent,26,0,11,4,False
784,29,peopleAgent,27,0,2,10,False
785,29,carAgent,28,0,12,4,False
786,29,peopleAgent,29,0,10,2,False
787,29,carAgent,30,0,10,8,False
788,29,peopleAgent,31,0,10,10,False
789,29,carAgent,32,0,9,7,False
790,29,peopleAgent,33,0,10,10,False
791,29,carAgent,34,0,3,1,False
792,29,peopleAgent,35,0,2,10,False
793,29,carAgent,36,0,9,9,False
794,29,peopleAgent,37,0,2,2,False
795,29,carAgent,38,0,3,0,False
796,29,peopleAgent,39,0,10,2,False
797,29,carAgent,40,0,4,1,False
798,29,peopleAgent,41,0,1,10,False
799,29,carAgent,42,0,12,5,False
800,29,peopleAgent,43,0,10,12,False
801,29,carAgent,44,0,4,0,False
802,29,peopleAgent,45,0,12,10,False
803,30,carAgent,6,0,0,,True
804,30,carAgent,10,0,0,,True
805,30,StoplightAgent,0,red,0,0,False
806,30,StoplightAgent,1,red,0,0,False
807,30,StoplightAgent,2,red,0,0,False
808,30,StoplightAgent,3,green,0,0,False
809,30,carAgent,7,0,7,9,False
810,30,carAgent,11,0,8,9,False
811,30,peopleAgent,14,0,2,10,False
812,30,carAgent,16,0,11,7,False
813,30,peopleAgent,17,0,10,2,False
814,30,carAgent,18,0,11,3,False
815,30,peopleAgent,19,0,10,10,False
816,30,carAgent,20,0,7,10,False
817,30,peopleAgent,21,0,10,2,False
818,30,carAgent,22,0,12,3,False
819,30,peopleAgent,23,0,2,2,False
820,30,carAgent,24,0,8,10,False
821,30,peopleAgent,25,0,2,2,False
822,30,carAgent,26,0,11,4,False
823,30,peopleAgent,27,0,2,10,False
824,30,carAgent,28,0,12,4,False
825,30,peopleAgent,29,0,10,2,False
826,30,carAgent,30,0,11,8,False
827,30,peopleAgent,31,0,10,10,False
828,30,carAgent,32,0,10,7,False
829,30,peopleAgent,33,0,10,10,False
830,30,carAgent,34,0,3,1,False
831,30,peopleAgent,35,0,2,10,False
832,30,carAgent,36,0,9,8,False
833,30,peopleAgent,37,0,2,2,False
834,30,carAgent,38,0,3,0,False
835,30,peopleAgent,39,0,10,2,False
836,30,carAgent,40,0,4,1,False
837,30,peopleAgent,41,0,2,10,False
838,30,carAgent,42,0,11,5,False
839,30,peopleAgent,43,0,10,11,False
840,30,carAgent,44,0,4,0,False
841,30,peopleAgent,45,0,12,10,False
842,30,carAgent,46,0,5,0,False
843,30,peopleAgent,47,0,10,12,False
844,31,carAgent,16,0,0,,True
845,31,carAgent,30,0,0,,True
846,31,StoplightAgent,0,red,0,0,False
847,31,StoplightAgent,1,red,0,0,False
848,31,StoplightAgent,2,red,0,0,False
849,31,StoplightAgent,3,green,0,0,False
850,31,carAgent,7,0,7,8,False
851,31,carAgent,11,0,8,8,False
852,31,peopleAgent,14,0,2,10,False
853,31,peopleAgent,17,0,10,2,False
854,31,carAgent,18,0,11,3,False
855,31,peopleAgent,19,0,10,10,False
856,31,carAgent,20,0,7,9,False
857,31,peopleAgent,21,0,10,2,False
858,31,carAgent,22,0,12,3,False
859,31,peopleAgent,23,0,2,2,False
860,31,carAgent,24,0,8,9,False
861,31,peopleAgent,25,0,2,2,False
862,31,carAgent,26,0,11,4,False
863,31,peopleAgent,27,0,2,10,False
864,31,carAgent,28,0,12,4,False
865,31,peopleAgent,29,0,10,2,False
866,31,peopleAgent,31,0,10,10,False
867,31,carAgent,32,0,11,7,False
868,31,peopleAgent,33,0,10,10,False
869,31,carAgent,34,0,3,1,False
870,31,peopleAgent,35,0,2,10,False
871,31,carAgent,36,0,9,7,False
872,31,peopleAgent,37,0,2,2,False
873,31,carAgent,38,0,3,0,False
874,31,peopleAgent,39,0,10,2,False
875,31,carAgent,40,0,4,1,False
876,31,peopleAgent,41,0,2,10,False
877,31,carAgent,42,0,11,5,False
878,31,peopleAgent,43,0,10,10,False
879,31,carAgent,44,0,4,0,False
880,31,peopleAgent,45,0,11,10,False
881,31,carAgent,46,0,5,0,False
882,31,peopleAgent,47,0,10,12,False
883,31,carAgent,48,0,0,7,False
884,31,peopleAgent,49,0,0,10,False
885,32,carAgent,32,0,0,,True
886,32,StoplightAgent,0,red,0,0,False
887,32,StoplightAgent,1,red,0,0,False
888,32,StoplightAgent,2,red,0,0,False
889,32,StoplightAgent,3,yellow,0,0,False
890,32,carAgent,7,0,7,7,False
891,32,carAgent,11,0,8,7,False
892,32,peopleAgent,14,0,2,10,False
893,32,peopleAgent,17,0,10,2,False
894,32,carAgent,18,0,11,3,False
895,32,peopleAgent,19,0,10,10,False
896,32,carAgent,20,0,7,8,False
897,32,peopleAgent,21,0,10,2,False
898,32,carAgent,22,0,12,3,False
899,32,peopleAgent,23,0,2,2,False
900,32,carAgent,24,0,8,8,False
901,32,peopleAgent,25,0,2,2,False
902,32,carAgent,26,0,11,4,False
903,32,peopleAgent,27,0,2,10,False
904,32,carAgent,28,0,12,4,False
905,32,peopleAgent,29,0,10,2,False
906,32,peopleAgent,31,0,10,10,False
907,32,peopleAgent,33,0,10,10,False
908,32,carAgent,34,0,3,1,False
909,32,peopleAgent,35,0,2,10,False
910,32,carAgent,36,0,9,6,False
911,32,peopleAgent,37,0,2,2,False
912,32,carAgent,38,0,3,0,False
913,32,peopleAgent,39,0,10,2,False
914,32,carAgent,40,0,4,1,False
915,32,peopleAgent,41,0,2,10,False
916,32,carAgent,42,0,11,5,False
917,32,peopleAgent,43,0,10,10,False
918,32,carAgent,44,0,4,0,False
919,32,peopleAgent,45,0,10,10,False
920,32,carAgent,46,0,5,1,False
921,32,peopleAgent,47,0,10,11,False
922,32,carAgent,48,0,0,7,False
923,32,peopleAgent,49,0,0,10,False
924,32,carAgent,50,0,0,7,False
925,32,peopleAgent,51,0,12,2,False
926,33,StoplightAgent,0,red,0,0,False
927,33,StoplightAgent,1,red,0,0,False
928,33,StoplightAgent,2,red,0,0,False
929,33,StoplightAgent,3,yellow,0,0,False
930,33,carAgent,7,0,7,6,False
931,33,carAgent,11,0,8,6,False
932,33,peopleAgent,14,0,2,10,False
933,33,peopleAgent,17,0,10,2,False
934,33,carAgent,18,0,11,3,False
935,33,peopleAgent,19,0,10,10,False
936,33,carAgent,20,0,7,7,False
937,33,peopleAgent,21,0,10,2,False
938,33,carAgent,22,0,12,3,False
939,33,peopleAgent,23,0,2,2,False
940,33,carAgent,24,0,8,7,False
941,33,peopleAgent,25,0,2,2,False
942,33,carAgent,26,0,11,4,False
943,33,peopleAgent,27,0,2,10,False
944,33,carAgent,28,0,12,4,False
945,33,peopleAgent,29,0,10,2,False
946,33,peopleAgent,31,0,10,10,False
947,33,peopleAgent,33,0,10,10,False
948,33,carAgent,34,0,3,1,False
949,33,peopleAgent,35,0,2,10,False
950,33,carAgent,36,0,9,5,False
951,33,peopleAgent,37,0,2,2,False
952,33,carAgent,38,0,3,0,False
953,33,peopleAgent,39,0,10,2,False
954,33,carAgent,40,0,4,1,False
955,33,peopleAgent,41,0,2,10,False
956,33,carAgent,42,0,11,5,False
957,33,peopleAgent,43,0,10,10,False
958,33,carAgent,44,0,4,0,False
959,33,peopleAgent,45,0,10,10,False
960,33,carAgent,46,0,5,1,False
961,33,peopleAgent,47,0,10,10,False
962,33,carAgent,48,0,1,7,False
963,33,peopleAgent,49,0,1,10,False
964,33,carAgent,50,0,0,7,False
965,33,peopleAgent,51,0,12,2,False
966,33,carAgent,52,0,5,0,False
967,33,peopleAgent,53,0,12,10,False
968,34,StoplightAgent,0,red,0,0,False
969,34,StoplightAgent,1,red,0,0,False
970,34,StoplightAgent,2,red,0,0,False
971,34,StoplightAgent,3,yellow,0,0,False
972,34,carAgent,7,0,7,5,False
973,34,carAgent,11,0,8,5,False
974,34,peopleAgent,14,0,2,10,False
975,34,peopleAgent,17,0,10,2,False
976,34,carAgent,18,0,11,3,False
977,34,peopleAgent,19,0,10,10,False
978,34,carAgent,20,0,7,6,False
979,34,peopleAgent,21,0,10,2,False
980,34,carAgent,22,0,12,3,False
981,34,peopleAgent,23,0,2,2,False
982,34,carAgent,24,0,8,6,False
983,34,peopleAgent,25,0,2,2,False
984,34,carAgent,26,0,11,4,False
985,34,peopleAgent,27,0,2,10,False
986,34,carAgent,28,0,12,4,False
987,34,peopleAgent,29,0,10,2,False
988,34,peopleAgent,31,0,10,10,False
989,34,peopleAgent,33,0,10,10,False
990,34,carAgent,34,0,3,1,False
991,34,peopleAgent,35,0,2,10,False
992,34,carAgent,36,0,9,4,False
993,34,peopleAgent,37,0,2,2,False
994,34,carAgent,38,0,3,0,False
995,34,peopleAgent,39,0,10,2,False
996,34,carAgent,40,0,4,1,False
997,34,peopleAgent,41,0,2,10,False
998,34,carAgent,42,0,11,5,False
999,34,peopleAgent,43,0,10,10,False
1000,34,carAgent,44,0,4,0,False
1001,34,peopleAgent,45,0,10,10,False
1002,34,carAgent,46,0,5,1,False
1003,34,peopleAgent,47,0,10,10,False
1004,34,carAgent,48,0,1,7,False
1005,34,peopleAgent,49,0,2,10,False
1006,34,carAgent,50,0,0,7,False
1007,34,peopleAgent,51,0,11,2,False
1008,34,carAgent,52,0,5,0,False
1009,34,peopleAgent,53,0,12,10,False
1010,34,carAgent,54,0,0,8,False
1011,34,peopleAgent,55,0,12,10,False
1012,35,StoplightAgent,0,red,0,0,False
1013,35,StoplightAgent,1,red,0,0,False
1014,35,StoplightAgent,2,red,0,0,False
1015,35,StoplightAgent,3,red,0,0,False
1016,35,carAgent,7,0,7,4,False
1017,35,carAgent,11,0,8,4,False
1018,35,peopleAgent,14,0,2,10,False
1019,35,peopleAgent,17,0,10,2,False
1020,35,carAgent,18,0,11,3,False
1021,35,peopleAgent,19,0,10,10,False
1022,35,carAgent,20,0,7,5,False
1023,35,peopleAgent,21,0,10,2,False
1024,35,carAgent,22,0,12,3,False
1025,35,peopleAgent,23,0,2,2,False
1026,35,carAgent,24,0,8,5,False
1027,35,peopleAgent,25,0,2,2,False
1028,35,carAgent,26,0,11,4,False
1029,35,peopleAgent,27,0,2,10,False
1030,35,carAgent,28,0,12,4,False
1031,35,peopleAgent,29,0,10,2,False
1032,35,peopleAgent,31,0,10,10,False
1033,35,peopleAgent,33,0,10,10,False
1034,35,carAgent,34,0,3,1,False
1035,35,peopleAgent,35,0,2,10,False
1036,35,carAgent,36,0,9,3,False
1037,35,peopleAgent,37,0,2,2,False
1038,35,carAgent,38,0,3,0,False
1039,35,peopleAgent,39,0,10,2,False
1040,35,carAgent,40,0,4,1,False
1041,35,peopleAgent,41,0,2,10,False
1042,35,carAgent,42,0,11,5,False
1043,35,peopleAgent,43,0,10,10,False
1044,35,carAgent,44,0,4,0,False
1045,35,peopleAgent,45,0,10,10,False
1046,35,carAgent,46,0,5,1,False
1047,35,peopleAgent,47,0,10,10,False
1048,35,carAgent,48,0,1,7,False
1049,35,peopleAgent,49,0,2,10,False
1050,35,carAgent,50,0,0,7,False
1051,35,peopleAgent,51,0,10,2,False
1052,35,carAgent,52,0,5,0,False
1053,35,peopleAgent,53,0,11,10,False
1054,35,carAgent,54,0,0,8,False
1055,35,peopleAgent,55,0,12,10,False
1056,35,carAgent,56,0,5,0,False
1057,35,peopleAgent,57,0,0,10,False
1058,36,StoplightAgent,0,red,0,0,False
1059,36,StoplightAgent,1,green,0,0,False
1060,36,StoplightAgent,2,red,0,0,False
1061,36,StoplightAgent,3,red,0,0,False
1062,36,carAgent,7,0,7,3,False
1063,36,carAgent,11,0,8,3,False
1064,36,peopleAgent,14,0,2,10,False
1065,36,peopleAgent,17,0,10,2,False
1066,36,carAgent,18,0,11,3,False
1067,36,peopleAgent,19,0,10,10,False
1068,36,carAgent,20,0,7,4,False
1069,36,peopleAgent,21,0,10,2,False
1070,36,carAgent,22,0,12,3,False
1071,36,peopleAgent,23,0,2,2,False
1072,36,carAgent,24,0,8,4,False
1073,36,peopleAgent,25,0,2,2,False
1074,36,carAgent,26,0,11,4,False
1075,36,peopleAgent,27,0,2,10,False
1076,36,carAgent,28,0,12,4,False
1077,36,peopleAgent,29,0,10,2,False
1078,36,peopleAgent,31,0,10,10,False
1079,36,peopleAgent,33,0,10,10,False
1080,36,carAgent,34,0,3,1,False
1081,36,peopleAgent,35,0,2,10,False
1082,36,carAgent,36,0,9,2,False
1083,36,peopleAgent,37,0,2,2,False
1084,36,carAgent,38,0,3,0,False
1085,36,peopleAgent,39,0,10,2,False
1086,36,carAgent,40,0,4,1,False
1087,36,peopleAgent,41,0,2,10,False
1088,36,carAgent,42,0,11,5,False
1089,36,peopleAgent,43,0,10,10,False
1090,36,carAgent,44,0,4,0,False
1091,36,peopleAgent,45,0,10,10,False
1092,36,carAgent,46,0,5,1,False
1093,36,peopleAgent,47,0,10,10,False
1094,36,carAgent,48,0,1,7,False
1095,36,peopleAgent,49,0,2,10,False
1096,36,carAgent,50,0,0,7,False
1097,36,peopleAgent,51,0,10,2,False
1098,36,carAgent,52,0,5,0,False
1099,36,peopleAgent,53,0,10,10,False
1100,36,carAgent,54,0,1,8,False
1101,36,peopleAgent,55,0,11,10,False
1102,36,carAgent,56,0,5,0,False
1103,36,peopleAgent,57,0,0,10,False
1104,36,carAgent,58,0,12,5,False
1105,36,peopleAgent,59,0,12,10,False
1106,37,StoplightAgent,0,red,0,0,False
1107,37,StoplightAgent,1,green,0,0,False
1108,37,StoplightAgent,2,red,0,0,False
1109,37,StoplightAgent,3,red,0,0,False
1110,37,carAgent,7,0,7,2,False
1111,37,carAgent,11,0,8,2,False
1112,37,peopleAgent,14,0,2,10,False
1113,37,peopleAgent,17,0,10,2,False
1114,37,carAgent,18,0,11,3,False
1115,37,peopleAgent,19,0,10,10,False
1116,37,carAgent,20,0,7,3,False
1117,37,peopleAgent,21,0,10,2,False
1118,37,carAgent,22,0,12,3,False
1119,37,peopleAgent,23,0,2,2,False
1120,37,carAgent,24,0,8,3,False
1121,37,peopleAgent,25,0,2,2,False
1122,37,carAgent,26,0,11,4,False
1123,37,peopleAgent,27,0,2,10,False
1124,37,carAgent,28,0,12,4,False
1125,37,peopleAgent,29,0,10,2,False
1126,37,peopleAgent,31,0,10,10,False
1127,37,peopleAgent,33,0,10,10,False
1128,37,carAgent,34,0,3,2,False
1129,37,peopleAgent,35,0,2,10,False
1130,37,carAgent,36,0,9,1,False
1131,37,peopleAgent,37,0,2,2,False
1132,37,carAgent,38,0,3,1,False
1133,37,peopleAgent,39,0,10,2,False
1134,37,carAgent,40,0,4,2,False
1135,37,peopleAgent,41,0,2,10,False
1136,37,carAgent,42,0,11,5,False
1137,37,peopleAgent,43,0,10,10,False
1138,37,carAgent,44,0,4,1,False
1139,37,peopleAgent,45,0,10,10,False
1140,37,carAgent,46,0,5,2,False
1141,37,peopleAgent,47,0,10,10,False
1142,37,carAgent,48,0,1,7,False
1143,37,peopleAgent,49,0,2,10,False
1144,37,carAgent,50,0,0,7,False
1145,37,peopleAgent,51,0,10,2,False
1146,37,carAgent,52,0,5,1,False
1147,37,peopleAgent,53,0,10,10,False
1148,37,carAgent,54,0,1,8,False
1149,37,peopleAgent,55,0,10,10,False
1150,37,carAgent,56,0,5,0,False
1151,37,peopleAgent,57,0,1,10,False
1152,37,carAgent,58,0,12,5,False
1153,37,peopleAgent,59,0,12,10,False
1154,38,carAgent,36,0,0,,True
1155,38,StoplightAgent,0,red,0,0,False
1156,38,StoplightAgent,1,green,0,0,False
1157,38,StoplightAgent,2,red,0,0,False
1158,38,StoplightAgent,3,red,0,0,False
1159,38,carAgent,7,0,7,1,False
1160,38,carAgent,11,0,8,1,False
1161,38,peopleAgent,14,0,2,10,False
1162,38,peopleAgent,17,0,10,2,False
1163,38,carAgent,18,0,11,3,False
1164,38,peopleAgent,19,0,10,10,False
1165,38,carAgent,20,0,7,2,False
1166,38,peopleAgent,21,0,10,2,False
1167,38,carAgent,22,0,12,3,False
1168,38,peopleAgent,23,0,2,2,False
1169,38,carAgent,24,0,8,2,False
1170,38,peopleAgent,25,0,2,2,False
1171,38,carAgent,26,0,11,4,False
1172,38,peopleAgent,27,0,2,10,False
1173,38,carAgent,28,0,12,4,False
1174,38,peopleAgent,29,0,10,2,False
1175,38,peopleAgent,31,0,10,10,False
1176,38,peopleAgent,33,0,10,10,False
1177,38,carAgent,34,0,3,3,False
1178,38,peopleAgent,35,0,2,10,False
1179,38,peopleAgent,37,0,2,2,False
1180,38,carAgent,38,0,3,2,False
1181,38,peopleAgent,39,0,10,2,False
1182,38,carAgent,40,0,4,3,False
1183,38,peopleAgent,41,0,2,10,False
1184,38,carAgent,42,0,11,5,False
1185,38,peopleAgent,43,0,10,10,False
1186,38,carAgent,44,0,4,2,False
1187,38,peopleAgent,45,0,10,10,False
1188,38,carAgent,46,0,5,3,False
1189,38,peopleAgent,47,0,10,10,False
1190,38,carAgent,48,0,1,7,False
1191,38,peopleAgent,49,0,2,10,False
1192,38,carAgent,50,0,0,7,False
1193,38,peopleAgent,51,0,10,2,False
1194,38,carAgent,52,0,5,2,False
1195,38,peopleAgent,53,0,10,10,False
1196,38,carAgent,54,0,1,8,False
1197,38,peopleAgent,55,0,10,10,False
1198,38,carAgent,56,0,5,1,False
1199,38,peopleAgent,57,0,2,10,False
1200,38,carAgent,58,0,12,5,False
1201,38,peopleAgent,59,0,11,10,False
1202,38,carAgent,60,0,7,12,False
1203,38,peopleAgent,61,0,2,0,False
1204,39,carAgent,7,0,0,,True
1205,39,carAgent,11,0,0,,True
1206,39,StoplightAgent,0,red,0,0,False
1207,39,StoplightAgent,1,green,0,0,False
1208,39,StoplightAgent,2,red,0,0,False
1209,39,StoplightAgent,3,red,0,0,False
1210,39,peopleAgent,14,0,2,10,False
1211,39,peopleAgent,17,0,10,2,False
1212,39,carAgent,18,0,11,3,False
1213,39,peopleAgent,19,0,10,10,False
1214,39,carAgent,20,0,7,1,False
1215,39,peopleAgent,21,0,10,2,False
1216,39,carAgent,22,0,12,3,False
1217,39,peopleAgent,23,0,2,2,False
1218,39,carAgent,24,0,8,1,False
1219,39,peopleAgent,25,0,2,2,False
1220,39,carAgent,26,0,11,4,False
1221,39,peopleAgent,27,0,2,10,False
1222,39,carAgent,28,0,12,4,False
1223,39,peopleAgent,29,0,10,2,False
1224,39,peopleAgent,31,0,10,10,False
1225,39,peopleAgent,33,0,10,10,False
1226,39,carAgent,34,0,3,4,False
1227,39,peopleAgent,35,0,2,10,False
1228,39,peopleAgent,37,0,2,2,False
1229,39,carAgent,38,0,3,3,False
1230,39,peopleAgent,39,0,10,2,False
1231,39,carAgent,40,0,4,4,False
1232,39,peopleAgent,41,0,2,10,False
1233,39,carAgent,42,0,11,5,False
1234,39,peopleAgent,43,0,10,10,False
1235,39,carAgent,44,0,4,3,False
1236,39,peopleAgent,45,0,10,10,False
1237,39,carAgent,46,0,5,4,False
1238,39,peopleAgent,47,0,10,10,False
1239,39,carAgent,48,0,1,7,False
1240,39,peopleAgent,49,0,2,10,False
1241,39,carAgent,50,0,0,7,False
1242,39,peopleAgent,51,0,10,2,False
1243,39,carAgent,52,0,5,3,False
1244,39,peopleAgent,53,0,10,10,False
1245,39,carAgent,54,0,1,8,False
1246,39,peopleAgent,55,0,10,10,False
1247,39,carAgent,56,0,5,2,False
1248,39,peopleAgent,57,0,2,10,False
1249,39,carAgent,58,0,12,5,False
1250,39,peopleAgent,59,0,10,10,False
1251,39,carAgent,60,0,7,12,False
1252,39,peopleAgent,61,0,2,0,False
1253,40,carAgent,20,0,0,,True
1254,40,carAgent,24,0,0,,True
1255,40,StoplightAgent,0,red,0,0,False
1256,40,StoplightAgent,1,green,0,0,False
1257,40,StoplightAgent,2,red,0,0,False
1258,40,StoplightAgent,3,red,0,0,False
1259,40,peopleAgent,14,0,2,10,False
1260,40,peopleAgent,17,0,10,2,False
1261,40,carAgent,18,0,11,3,False
1262,40,peopleAgent,19,0,10,10,False
1263,40,peopleAgent,21,0,10,2,False
1264,40,carAgent,22,0,12,3,False
1265,40,peopleAgent,23,0,2,2,False
1266,40,peopleAgent,25,0,2,2,False
1267,40,carAgent,26,0,11,4,False
1268,40,peopleAgent,27,0,2,10,False
1269,40,carAgent,28,0,12,4,False
1270,40,peopleAgent,29,0,10,2,False
1271,40,peopleAgent,31,0,10,10,False
1272,40,peopleAgent,33,0,10,10,False
1273,40,carAgent,34,0,3,5,False
1274,40,peopleAgent,35,0,2,10,False
1275,40,peopleAgent,37,0,2,2,False
1276,40,carAgent,38,0,3,4,False
1277,40,peopleAgent,39,0,10,2,False
1278,40,carAgent,40,0,4,5,False
1279,40,peopleAgent,41,0,2,10,False
1280,40,carAgent,42,0,11,5,False
1281,40,peopleAgent,43,0,10,10,False
1282,40,carAgent,44,0,4,4,False
1283,40,peopleAgent,45,0,10,10,False
1284,40,carAgent,46,0,5,5,False
1285,40,peopleAgent,47,0,10,10,False
1286,40,carAgent,48,0,1,7,False
1287,40,peopleAgent,49,0,2,10,False
1288,40,carAgent,50,0,0,7,False
1289,40,peopleAgent,51,0,10,2,False
1290,40,carAgent,52,0,5,4,False
1291,40,peopleAgent,53,0,10,10,False
1292,40,carAgent,54,0,1,8,False
1293,40,peopleAgent,55,0,10,10,False
1294,40,carAgent,56,0,5,3,False
1295,40,peopleAgent,57,0,2,10,False
1296,40,carAgent,58,0,12,5,False
1297,40,peopleAgent,59,0,10,10,False
1298,40,carAgent,60,0,7,11,False
1299,40,peopleAgent,61,0,2,1,False
1300,40,carAgent,62,0,7,12,False
1301,40,peopleAgent,63,0,0,10,False
1302,41,StoplightAgent,0,red,0,0,False
1303,41,StoplightAgent,1,yellow,0,0,False
1304,41,StoplightAgent,2,red,0,0,False
1305,41,StoplightAgent,3,red,0,0,False
1306,41,peopleAgent,14,0,2,10,False
1307,41,peopleAgent,17,0,10,2,False
1308,41,carAgent,18,0,11,3,False
1309,41,peopleAgent,19,0,10,10,False
1310,41,peopleAgent,21,0,10,2,False
1311,41,carAgent,22,0,12,3,False
1312,41,peopleAgent,23,0,2,2,False
1313,41,peopleAgent,25,0,2,2,False
1314,41,carAgent,26,0,11,4,False
1315,41,peopleAgent,27,0,2,10,False
1316,41,carAgent,28,0,12,4,False
1317,41,peopleAgent,29,0,10,2,False
1318,41,peopleAgent,31,0,10,10,False
1319,41,peopleAgent,33,0,10,10,False
1320,41,carAgent,34,0,3,6,False
1321,41,peopleAgent,35,0,2,10,False
1322,41,peopleAgent,37,0,2,2,False
1323,41,carAgent,38,0,3,5,False
1324,41,peopleAgent,39,0,10,2,False
1325,41,carAgent,40,0,4,6,False
1326,41,peopleAgent,41,0,2,10,False
1327,41,carAgent,42,0,11,5,False
1328,41,peopleAgent,43,0,10,10,False
1329,41,carAgent,44,0,4,5,False
1330,41,peopleAgent,45,0,10,10,False
1331,41,carAgent,46,0,5,6,False
1332,41,peopleAgent,47,0,10,10,False
1333,41,carAgent,48,0,1,7,False
1334,41,peopleAgent,49,0,2,10,False
1335,41,carAgent,50,0,0,7,False
1336,41,peopleAgent,51,0,10,2,False
1337,41,carAgent,52,0,5,5,False
1338,41,peopleAgent,53,0,10,10,False
1339,41,carAgent,54,0,1,8,False
1340,41,peopleAgent,55,0,10,10,False
1341,41,carAgent,56,0,5,4,False
1342,41,peopleAgent,57,0,2,10,False
1343,41,carAgent,58,0,12,5,False
1344,41,peopleAgent,59,0,10,10,False
1345,41,carAgent,60,0,7,11,False
1346,41,peopleAgent,61,0,2,2,False
1347,41,carAgent,62,0,7,12,False
1348,41,peopleAgent,63,0,0,10,False
1349,42,StoplightAgent,0,red,0,0,False
1350,42,StoplightAgent,1,yellow,0,0,False
1351,42,StoplightAgent,2,red,0,0,False
1352,42,StoplightAgent,3,red,0,0,False
1353,42,peopleAgent,14,0,2,10,False
1354,42,peopleAgent,17,0,10,2,False
1355,42,carAgent,18,0,11,3,False
1356,42,peopleAgent,19,0,10,10,False
1357,42,peopleAgent,21,0,10,2,False
1358,42,carAgent,22,0,12,3,False
1359,42,peopleAgent,23,0,2,2,False
1360,42,peopleAgent,25,0,2,2,False
1361,42,carAgent,26,0,11,4,False
1362,42,peopleAgent,27,0,2,10,False
1363,42,carAgent,28,0,12,4,False
1364,42,peopleAgent,29,0,10,2,False
1365,42,peopleAgent,31,0,10,10,False
1366,42,peopleAgent,33,0,10,10,False
1367,42,carAgent,34,0,3,7,False
